full_text,text_clean
ojek bisa cari kosan yg deket halte bustop jaklingko laundry bisa cuci sendiri makan bisa beli magicom jadi tinggal beli lauk arisan kyknya ga perlu banget Kondisi diatas bisa dijadiin solusi kalo kamu emang bener mau press budget,ojek cari kosan dekat halte bustop jakarta lingko laundry cuci makan beli magicom jadi tinggal beli lauk arisan kayak perlu banget kondisi atas dijadiin solusi memang benar budget
Jaklingko halte transjakarta dan stasiun 2 dipercantik kartu lansia dll,jakarta lingko halte transjakarta stasiun cantik kartu lanjut usia lain
bayangin w lg nunggu jaklingko di jembatan andara eh rombongan djj lewat,bayang nunggu jakarta lingko jembatan andara rombong lewat
buat naik jaklingko Nyampe kantor bener2 keringetan sebadan2 jadinya gua dari rumah pake kaos trus ganti baju formalnya di kantor Kalo pulang aku naik angkot soalnya gaada jaklingko kalo arah pulang trus yaudah masih sama rutenya kek berangkat,naik jakarta lingko nyampe kantor benar keringetan bad jadi rumah pakai kaos terus ganti baju formal kantor pulang naik angkot soal ada jakarta lingko arah pulang terus sudah rute kayak berangkat
Ii si marwah ni sotau bgt naik jaklingko segala untung ga nyasar besok2 lewat slipi kemanggisan aja de udh gausah aneh2,marwah sotau banget naik jakarta lingko untung sesat besok lewat slip manggis udah usah aneh
Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Terima kasih LM,guna layan mikrotrans sila guna kartu logo jakarta lingko tarif terima kasih
Halim bisa pake Metrotrans or TJ Reguler modifikasi dengan non BRT Kalo gasalah sekarang dah ada Jaklingko cuman kek kurang pas aja gitu makanya ga dilirik ama yang mereka naik turun ke Bandara Kalo Soetta ya itu paling antara Royaltrans ya TJ Reguler or bisa jadi JRC kan,halim pakai metrotrans trans jakarta reguler modifikasi gasalah jakarta lingko kayak kurang gitu lirik sama naik turun bandara soetta royaltrans trans jakarta reguler jadi
del mjb kak jaklingko yang ngelewatin kuncit nomor brp ya,jakarta lingko ngelewatin kuncit nomor berapa
Kelewatan stasiun karena tdurr truss pas keluar stasiun naik jaklingkonya salah jurusan Akhirnya turun tngh jln dan jln kaki ke stopan yg jaklingko yg bner,lewat stasiun tdurr keluar stasiun naik jaklingkonya salah jurus turun tngh jalan jalan kaki stop jakarta lingko benar
salfok ada jaklingko,salfok jakarta lingko
kenapa abang jaklingko kesabarannya setipis tisue semua,abang jakarta lingko sabar setip tisue
turun dari jaklingko langsung jatuhh,turun jakarta lingko langsung jatuhh
guyss naik jaklingko tuh bisa pake flazz gak sih,naik jakarta lingko pakai flazz
Ayukk sinii jaklingko bareng,ayukk sini jakarta lingko bareng
Transjakarta min naik mikrotrans tuh kartu jaklingko yg ada tulisan emoney dibelakangnya dikenain tarif gk min,transjakarta naik mikrotrans kartu jakarta lingko tulis emoney belakang dikenain tarif
Ayuk jaklingko date WKWK,ayuk jakarta lingko date tertawa
Aku blm prnh naik jaklingko,pernah naik jakarta lingko
Jaklingko enak dah,jakarta lingko enak
Transjakarta Di halte JORR belom ada vending machine buat beli or top up Jaklingko Tangga halte ini tinggi dan ga disability friendly Kasian orang yg butuh top up cepet apalagi lansia harus turun naik Bolehkah ditaro vending machine di halte ini Thanks,transjakarta halte jorr vending machine beli jakarta lingko tangga halte tinggi disability friendly kasi orang butuh cepat lanjut usia turun naik ditaro vending machine halte terima kasih
kocak banget salah naik jaklingko tapi bawa kalo yang lain juga pada salah bukan blio ajah wkwkw,kocak banget salah naik jakarta lingko bawa salah blio ajah wkwkw
Engga AC benerann tpi di Jaklingko,engga benerann jakarta lingko
e money atau flazz hampir bisa ke semua transport kokk kek krl mrt jaklingko,money flazz transport kokk kayak mass rapid transit jakarta lingko
tim jaklingko,jakarta lingko
supir jaklingko ngapa pada jutek2 bgtsi anjay,supir jakarta lingko ngapa galak bgtsi anjay
sy Hai kak Layanan Mikrotrans Jaklingko beroperasi sampai jam 22 00 WIB Tks DPS,layan mikrotrans jakarta lingko operasi terima kasih
bond ahmad Hah jakarta Transportasi integrasi jaklingko gratis dengan berbagai rute ke gang2 jakarta lu bilang autopilot,bond ahmad jakarta transportasi integrasi jakarta lingko gratis bagai rute gang jakarta kamu bilang autopilot
Transjakarta ka kartu jaklingko BCA Flazz tersedia di halte mana ya bisa dibantu info ga ya,transjakarta kakak kartu jakarta lingko flazz sedia halte bantu informasi
Tahun kemarin sempat ada Tron kaya jaklingko baru trial buat daerah rawalumbu eh vendornya ngilang,tahun kemarin tron kaya jakarta lingko baru trial daerah rawalumbu vendor hilang
Pake keychain segambreng di tas naro kartu kereta sama jaklingko pake cahol dicon,pakai keychain segambreng naro kartu kereta jakarta lingko pakai cahol dicon
Jakarta mana dulu nder Di tenpat gua kontrakan sekitar 1 2 jt Biaya makan sehari minimal 50k Transport bisa gratis kalau lu naik jaklingko,jakarta brother tenpat kontra biaya makan hari minimal ribu transport gratis kamu naik jakarta lingko
Bisaa dungs Install aplikasi moovit deh dia lengkap bgt dr angkot jaklingko busway kereta mrt semua ada disitu ntr dia arahin scr live tinggal masukin aja lokasi awal sama lokasi tujuan Trs dia juga ada perkiraan biaya sm berapa jam sampenya,dungs install aplikasi moovit lengkap banget angkot jakarta lingko busway kereta mass rapid transit situ arahin live tinggal masuk lokasi awal lokasi tuju terus kira biaya sama sampenya
Naik tj krl jaklingko adalah metode yg sangat membantu dalam memahami hukum pertamanya bapak newton,naik trans jakarta jakarta lingko metode bantu paham hukum pertama bapak newton
coba isi di alfa or indo nder waktu itu sempet kejadian sih di aku sama temenku tapi bedanya punya kita jaklingko bni top up lewat mbanking gabisa masuk saldonya tapi waktu top up di alfa tiba2 saldo yg top up lewat mbanking langsung ikut keisi,coba alfa indo brother waktu sempat jadi temenku beda punya jakarta lingko lewat mbanking bisa masuk saldo waktu alfa tiba saldo lewat mbanking langsung ikut isi
bawa kartu jaklingko jd bisa kemana2,bawa kartu jakarta lingko jadi
TRUS HARI INI AK JALAN2 CASHLESS DENGAN 0X PAKE OJOL lafyu jkt Lafyu tj krl jaklingko wkwkwkwk,terus hari jalan cashle pakai ojol lafyu jakarta lafyu trans jakarta jakarta lingko wkwkwkwk
Jd tadi ke tebet eco park gue pdhl punya recehan ya buat naik angkot gitu yg bukan jaklingko Malah gue pake jajan wkwkwkwk trs pas pulang turun st tanjung barat lama bgt nunggu busway untung sabar soalnya bener2 ga ada recehan wkwkwkwk,jadi tebet park padahal punya receh naik angkot gitu jakarta lingko pakai jajan wkwkwkwk terus pulang turun tanjung barat banget nunggu busway untung sabar soal benar receh wkwkwkwk
jkt oh satu lg harus ny di soetta jg di halim ada booth yg jual kartu jaklingko atau seenggak ny kartu multi trip KRL,jakarta satu soetta halim booth jual kartu jakarta lingko enggak kartu multi trip
Ga ad respon sama sekali masalah halte jaklingko yg di depan RS Ciputra huospital citra 5 JD susah untuk nungguin jaklingko pemerintah setempat ya masih kalah sama tukang tanaman hias,respon masalah halte jakarta lingko ciputra huospital citra jadi susah tunggu jakarta lingko perintah tempat kalah tukang tanam hias
Transjakarta info dari bpsdm kalibata ke lotte dong min pakai jaklingko,transjakarta informasi bpsdm kalibata lotte pakai jakarta lingko
poerba Lo orang Jakarta tapi merem sama PROGRAM JAKLINKO ya Program Jaklingko INTEGRASI TransJakarta MRT amp KRL Lo kagak lihat Model2 RAKYAT kayak Elo ini yg disediain Trensportasi MASAL Malah pake MOBIL PRIBADI sambil teriak2 MACET amp POLUSI BIKIN NKRI ini sulit MAJU KEMPLUD,poerba kamu orang jakarta merem program jaklinko program jakarta lingko integrasi transjakarta mass rapid transit kamu lihat model rakyat yang ain trensportasi masal pakai mobil pribadi teriak macet polusi buat nkri sulit maju kemplud
Lupa nggak bawa kartu prepaid dibantu mbak di halte pluit download app jaklingko hebat dan helpfull thanks Transjakarta,lupa bawa kartu prepaid bantu mbak halte pluit download aplikasi jakarta lingko hebat helpfull terima kasih transjakarta
Min rute jaklingko 30 yg dari mnc ke grogol naiknya dimananya min Seberang mnc mananya Tapi ga ada plang busnya Transjakarta,rute jakarta lingko grogol naik mana seberang mana plang bus transjakarta
Hai kak saat ini layanan Transjakarta tentunya terintegraasi kak pelanggan dari rute NBRT bisa transit di Halte Transjakarta tanpa mebayar kembali pun juga dengan sistem pembayaran dari PT Jaklingko Indonesia tersedia tarif Integrasi antar moda Terima kasih,layan transjakarta terintegraasi langgan rute nbrt transit halte transjakarta mebayar sistem bayar jakarta lingko indonesia sedia tarif integrasi moda terima kasih
Hai kak Silakan beli kartu Jaklingko di halte Transjakarta yang tersedia Mesin Vending Terima kasih RJ,sila beli kartu jakarta lingko halte transjakarta sedia mesin vending terima kasih
Sama dari stasiun ke rumah juga cek GO JEK Grab Maxim kalau ada promo baru order No Promo ya JAKLINGKO aja gratis Plus jalan kaki sehat,stasiun rumah grab maxim promo baru order promo jakarta lingko gratis plus jalan kaki sehat
BAHHHH 100 angkot jaklingko punya eug,bahhhh angkot jakarta lingko punya
ke haltenya hrs naik ojol gaada jaklingko atau angkot gituu bisa di press lagi biayanya dibagian situu biar lebih worth it,halte naik ojol ada jakarta lingko angkot gitu biaya bagi situu nila
Transjakarta dimana saya bisa beli kartu jaklingko yg flazz bca soalnya saya pake bank bca,transjakarta beli kartu jakarta lingko flazz soal pakai bank
katanya harus daftarin dulu di app baru bisa pake buat jaklingko kartu jaklingko bukan skrg tetep bayar udah ga gratis lagi,kata daftarin aplikasi baru pakai jakarta lingko kartu jakarta lingko sekarang tetap bayar tidak gratis
baru pertamakali mau naik jaklingko pake kartu flazz tetep gratis apa bayar ya,baru pertamakali naik jakarta lingko pakai kartu flazz tetap gratis bayar
Maksudnya naik mikrotrans ya war Kalau jaklingko itu sistem integrasi pembayaran trans umum di Jekardah,maksud naik mikrotrans jakarta lingko sistem integrasi bayar trans umum jekardah
Me too di jaklingko dan busway,jakarta lingko busway
eh jaklingko ya kalo jkt maah,jakarta lingko jakarta maah
Kalo hari ini gue gak ketemu orang2 baik pasti gue udah badmood tapi entah kenapa dari tadi gue ketemu orang baik2 banget gue terharu sampai gue inget2 malem ini bahkan sampai gue ngetik ini sebenarnya sederhana bgt dibales terima kasihnya dari abang jaklingko orang2nya ramah,hari ketemu orang baik badmood ketemu orang baik banget haru inget malam ngetik sederhana banget dibales terima kasih abang jakarta lingko orang ramah
Transjakarta min kenapa kartu jaklingko yg baru aku beli di vending mechine tije ga bisa topup ya,transjakarta kartu jakarta lingko baru beli vending mechine tije topup
please banget kenapa kartu jaklingko aku baru beli tapi ga bisa topup via e commerce even cek update saldo di vending machine ataupun aplikasi living juga ga bisa kenapa ya,banget kartu jakarta lingko baru beli topup commerce even update saldo vending machine aplikasi living
Done Aku pengguna aplikasi JakLingko yg yaa gitulah Btw kalo butuh jasa responden bisa ke huehehehe,done guna aplikasi jakarta lingko gitulah ngomong-ngomong butuh jasa responden huehehehe
Udh coyy gue nonton di jaklingko gue ulang ulang sampe ketawa tanpa suara berkali kali,udah coyy nonton jakarta lingko ulang ulang ketawa suara kali kali
Kalo sudirman under sejuta susah Kalo mau under sejuta cari agak jauh tp accessible by tj beli kartu jaklingko bisa naik tj Rp0,sudirman under juta susah under juta cari jauh acce ible trans jakarta beli kartu jakarta lingko naik trans jakarta
curiga kalo abang jaklingko gagal war tiket coldplay nih,curiga abang jakarta lingko gagal tiket coldplay
Parah nih jaklingko udah komplen perkara double deduct udah 3 hari gak digubris emang sih saldo nya gak seberapa Penasaran udah berapa banyak uang penumpang yg kesedot,parah jakarta lingko komplen perkara double deduct hari gubris memang saldo penasaran uang tumpang sedot
Beli kartu flazz yg gampang di mana ya Pake jaklingko emoney error mulu udah 2x kejadian saldo ewallet kepotong tapi saldo kartunya ga nambah Udah kirim laporan pengaduan sesuai arahan petugas abis itu ya ga ada kelanjutan ga masuk juga saldonya,beli kartu flazz gampang pakai jakarta lingko emoney error terus jadi saldo dompet digital potong saldo kartu nambah kirim lapor adu sesuai arah tugas habis lanjut masuk saldo
gua liat konten mbak2 jali di tiktok soal transportasi umum gratis udah ada Jaklingko kak tapi semoga pemerintah bisa tambah kendaraan lagi karena emang belum cukup merata,lihat konten mbak jali tiktok soal transportasi umum gratis jakarta lingko moga perintah tambah kendara memang cukup rata
Aaaa ada aku yang id photo minghao background jaklingko,aaaa photo minghao background jakarta lingko
Hai Kak Silakan naik rute 9D dari halte JakLingko berada di kawasan Stasiun Tanah Abang Terima Kasih Ir,sila naik rute halte jakarta lingko ada kawasan stasiun tanah abang terima kasih
ar Pemerintah kalau berniat membenahi pasti bisa Bikin tol aja yang lebih sulit bisa apalagi membenahi yang sudah ada Di Jakarta juga dulu kopaja angkot saling rebut penumpang dan ngetem Sekarang dengan pakai sistem transportasi terpadu JAKLINGKO kini angkot kopaja bs join,perintah niat benah buat sulit benah jakarta kopaja angkot rebut tumpang henti pakai sistem transportasi padu jakarta lingko angkot kopaja join
Transjakarta mau tanya untuk beli kartu jaklingko bisa dibeli dimana ya lalu klo mau top up bisa dari marketplace ga,transjakarta tanya beli kartu jakarta lingko beli kalau marketplace
Program Jaklingko adalah salah satu bentuk sikap proaktif Pak Anies dalam menangani kemacetan jakarta,program jakarta lingko salah satu bentuk sikap proaktif anies tangan macet jakarta
Maraknya masyarakat menjadikan Jaklingko sbg angkutan umum pilihan adalah bukti atas proaktif nya Pak Anies mensejahterakan masyarakat,marak masyarakat jadi jakarta lingko angkut umum pilih bukti atas proaktif anies sejahtera masyarakat
Hai Kak Mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih SY,kena saldo potong kali sila lapor nomor customer care jakarta lingko hubung whatsapp phone email customercare terima kasih
Transjakarta min mau tanya kalo dr SMKN 50 ke HKBP Rawamangun naik jaklingko 74 bisa ga ya,transjakarta tanya dari smkn hkbp rawamangun naik jakarta lingko
bisa nder busway krl jaklingko,brother busway jakarta lingko
Bisa nder jaklingko juga,brother jakarta lingko
Maraknya masyarakat menjadikan Jaklingko sbg angkutan umum pilihan adalah bukti atas tindakan proaktifnya Pak Anies mensejahterakan masyarakat,marak masyarakat jadi jakarta lingko angkut umum pilih bukti atas tindak proaktif anies sejahtera masyarakat
Hai Kak dari halte Jaklingko Tanah Abang silakan naik rute 9D menuju halte MH Thamrin kemudian transit naik koridor 1 menuju halte Monas dan melanjutkan transit naik koridor 2 ke arah Pulogadung turun di halte Cempaka Timur Terima Kasih Ir,halte jakarta lingko tanah abang sila naik rute tuju halte thamrin transit naik koridor tuju halte monas lanjut transit naik koridor arah pulogadung turun halte cempaka timur terima kasih
Mrt krl tj bisa Klo jaklingko gatau deh,mass rapid transit trans jakarta kalau jakarta lingko gatau
Klo angkot jaklingko aku kurang tau tp klo MRT sm Busway bisa sm jajan di indoapril,kalau angkot jakarta lingko kurang tahu kalau mass rapid transit sama busway sama jajan indoapril
bisa aku jaklingko pake emoney kok,jakarta lingko pakai emoney
kartu mandiri emoney kayak ini bisa di pakai buat semua transportasi ga si angkot jaklingko krl mrt dan busway,kartu mandiri emoney pakai transportasi angkot jakarta lingko mass rapid transit busway
Jaklingko adalah hasil dari Inisiatif dan program proaktif yang dilakukan oleh Pak Anies,jakarta lingko hasil inisiatif program proaktif laku anies
Nunggu jaklingko benhil,nunggu jakarta lingko benhil
Transjakarta min jaklingko yang dari citraland ke taman anggrek ada ga sih atau dari stasiun grogol ke taman anggrek,transjakarta jakarta lingko citraland taman anggrek stasiun grogol taman anggrek
Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Tks FN,guna layan mikrotrans sila guna kartu logo jakarta lingko tarif terima kasih
nebeng ke bulan boleh pake jaklingko ngga,nebeng bulan pakai jakarta lingko
non brt kenapa ga dibikin gratis aja kayak jaklingko,bikin gratis seperti jakarta lingko
Jaklingko Gratis Cuma Anies Yang Peduli,jakarta lingko gratis anies peduli
QuinnaNew2209 Haha lihat fokus pd bangunan phisik atau beutifikasi kota yg dulu dia blg firaun aja kg bisa Beberapa dia cm lanjutkan kok diblg prestasi Revitalisasi kota tua jaki jaklingko lbh parah program ambyar dijadikan prestasi sumur resapan dp0,quinnanew tertawa lihat fokus bangun phisik beutifikasi kota bilang firaun cuma lanjut diblg prestasi revitalisasi kota jaki jakarta lingko lebih parah program ambyar jadi prestasi sumur resap
Transjakarta Tolong direspon Kata jaklingko saya harus menghubungi transjakarta karena transaksinya tidak tercatat Mana tanggung jawabnya Saya tidak mau dilempar lagi ke pihak lain,transjakarta direspon kata jakarta lingko hubung transjakarta transaksi catat tanggung jawab lempar pihak
dear jaklingko yang benar apa sih banyak driver yang kita gaboleh duduk depan tapi saat minta bantu tap mereka bilang tap sendiri Kalo mesin nya di belakang sih oke aja ini masih didepan kok sok gitu sih,dear jakarta lingko benar driver gaboleh duduk minta bantu bilang mesin belakang depan gitu
Lu ngomong apa si dul Asli jakarta bukan lu Mau di adu era jokowi jadi gubernur vs anies yang gagal bisa menghasilkan karya Jaklingko JAKI Smart Budgeting Ecopark JakHabitat DP 0 persen Jakpreneur KJP Mahasiswa Sumur Resapan JPO estetik Jalur Sepeda,kamu bicara asli jakarta kamu jokowi jadi gubernur anies gagal hasil karya jakarta lingko jaki smart budgeting ecopark jakhabitat persen jakpreneur mahasiswa sumur resap estetik jalur sepeda
Semalem mimpi Ridwan Kamil ngeresmiin sejenis Jaklingko buat di Bandung Raya buat gantiin angkot Besoknya ngantor naik itu Sialan cuma mimpi,semalem mimpi ridwan kamil ngeresmiin jenis jakarta lingko bandung raya gantiin angkot besok ngantor naik sial mimpi
ar Ya itu tugas Anda dan para politikus untuk mengibahnya Kalau ada wujudnya murah dan nyaman spt JakLingko orang pada beralih ko Cek aja di d Jakarta Kak,tugas politikus mengibahnya wujud murah nyaman jakarta lingko orang alih jakarta
Males naik jaklingko jadi aku akan naik grab,malas naik jakarta lingko jadi naik grab
Selamat pagi kak untuk kartu jaklingko terbitan dari bank BNI bisa digunakan untuk transaksi pembayaran perjalanan Commuterline tks,selamat pagi kartu jakarta lingko terbit bank guna transaksi bayar jalan commuterline terima kasih
Selamat pagi kak untuk kartu jaklingko terbitan dari Bank apa ya kak Tks,selamat pagi kartu jakarta lingko terbit bank terima kasih
izin tanya min Harus pake kartu kereta apa bisa pake kartu jaklingko juga,izin tanya pakai kartu kereta pakai kartu jakarta lingko
Transjakarta jaklingko 24 Terminal Pulo Gadung kira2 jam 16 45 wib,transjakarta jakarta lingko terminal pulo gadung kira
yang di tf itu masuknya ke saldo jaklingko atau atm dki deh aku bingung bgt dm bank dki ga dibales dm tj juga ga di bales plssss bingung aku,masuk saldo jakarta lingko bingung banget bank dibales trans jakarta balas bingung
gais wta donkkkk jd bbrp bulan lalu tuh adek ku bikin atm dki gt kan di sekolahnya kartunya bisa yang skalian jaklingko gtgt jg dan udah sempet di tf sama bapak ku ini aku gatau sih krn gak liat langsung tp pas aku tap di tj tuh dia saldonya masih 0 apakah,gais donkkkk jadi beberapa bulan adek buat sekolah kartu sekali jakarta lingko gtgt sudah sempat bapak gatau lihat langsung trans jakarta saldo
Dikira bukain pintu angkot jaklingko kali ya,kira bukain pintu angkot jakarta lingko kali
Transjakarta Hallo min selamat malam Saya ingin melaporkan supir jaklingko 52 Muara Angke Kalideres dengan nomor body BDL 1570 Jum at 26 Mei 2023 Pukul 19 57 WIB Supir jaklingko membuat penumpang tidak nyaman karena melontarkan pertanyaan yang bersifat pribadi,transjakarta hallo selamat malam lapor supir jakarta lingko muara angke kalideres nomor body pukul supir jakarta lingko buat tumpang nyaman lontar tanya sifat pribadi
Transjakarta Hallo min selamat malam Saya ingin melaporkan supir jaklingko 52 Muara Angke Kalideres dengan nomor body BDL 1570 Pukul 19 57 WIB Supir jaklingko sangat membuat penumpang tidak nyaman karena melontarkan pertanyaan yang bersifat pribadi,transjakarta hallo selamat malam lapor supir jakarta lingko muara angke kalideres nomor body pukul supir jakarta lingko buat tumpang nyaman lontar tanya sifat pribadi
mjb emoney mandiri bisa buat jaklingko kah,emoney mandiri jakarta lingko
YA ALLAH JAKJOHFAM DAH KEK ANAK PERUSAHAAN JAKLINGKO,allah jakjohfam kayak anak usaha jakarta lingko
Terutama jaklingko yang cikini gondangdia bad bgttt supir2 nya Transjakarta,utama jakarta lingko cikini gondangdia bgttt supir transjakarta
Knp supir jaklingko yang aku temuin 8 10 nya pelayanannya gak bgt mulai dr gamau berenti pdhal udh distop2 trs marah2 gajelas ke penumpang Apa krn gratis atau bgmaiana Transjakarta,supir jakarta lingko temuin layan banget mulai tidak mau renti padahal udah stop terus marah gajelas tumpang gratis bgmaiana transjakarta
Jaklingko 100 GRATIS TRANSJAKARTA DOUBLE DECK ITU GRATIS KOK ISO NGOMONG GITU TO LE,jakarta lingko gratis transjakarta double deck gratis bicara gitu tryout
AbdillahToha Btw ente orang Jakarta Klau orang Jakarta udah gak ngeributin kerja Anies contoh Warga kampung Aquarium sudah nyaman setelah digusur paksa Jaklingko memudahkan warga kesana kemari amp turut mengurangi kemacetan dari angkot yg hobi ngetem dengan merangkul drivernya,abdillahtoha ngomong-ngomong ente orang jakarta klau orang jakarta ngeributin kerja anies contoh warga kampung aquarium nyaman gusur paksa jakarta lingko mudah warga kesana kemari turut kurang macet angkot hobi henti rangkul drivernya
Nasdem please jangan lagi bela anies dgn cara gak masuk akal Kerja senyap bohong krn anies gak bisa kerja Jaklingko bukan punya anies hanya nama yg diganti Yg bisa kerja ahok Cuma ahok gak bisa untungkan nasdem Itu saja,nasdem bela anies cara masuk akal kerja senyap bohong anies kerja jakarta lingko punya anies nama ganti kerja ahok ahok untung nasdem
Transjakarta konon katanya ada netizen yg minta angkot Jaklingko jadi berbayar katanya biar pelayanannya lebih bagus lagi,transjakarta konon kata netizen minta angkot jakarta lingko jadi bayar kata layan bagus
Ilustrasi sederhana Seorang biasa pergi ke pasar tiap hari dgn angkot Tiap hr PP setidaknya 10rb Sebulan habis 300rb Dgn JakLingko 300rb td bs utk beli susu anaknya Keberpihakan terhadap rakyat kecil,ilustrasi sederhana pergi pasar hari angkot hari pulang pergi ribu bulan habis ribu jakarta lingko ribu tadi untuk beli susu anak pihak rakyat
kan Ahok yg membangun MRT dan LRT kemudian mulai merencanakan integrasi transportasi Ahok pula yg mulai melakukan pembaharuan alat2 transportasi biar nyaman Dan memberikan tiket murah terusan bg pengguna TransJakarta Anies cuma menamainya saja jd Jaklingko Begitupun Jakgrosir,ahok bangun mass rapid transit mulai rencana integrasi transportasi ahok mulai laku baharu alat transportasi nyaman beri tiket murah terus abang guna transjakarta anies nama jadi jakarta lingko jakgrosir
haus Hai Kak Mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih WY,haus kena saldo potong kali sila lapor nomor customer care jakarta lingko hubung whatsapp phone email customercare terima kasih
Transjakarta min jak 59 jam 21 15 dari rawamangun udah gak ada Katanya jaklingko sampai jam 22 00,transjakarta rawamangun kata jakarta lingko
Kalo aja Pemkot Bekasi revolusioner dan berani benahin transportasi umum di dalkot Bekasi aja dulu itu potensinya gede bgt macem JakLingko kalo di Jakarta Ato Bogor lah kayak yg saya bilang melalui BisKita nya CMIIW,perintah kota bekas revolusioner berani benahin transportasi umum dalkot bekas saja potensi gede banget macam jakarta lingko jakarta bogor yang bilang biskita correct me if i m wrong
Udah bener andelin skema Jaklingko eh malah merembet ke LRT yang merugi terus sama MRT mahal coyyy Maksa integrasi malah ngerugiin kwkwkw,benar andelin skema jakarta lingko rembet rugi terus mass rapid transit mahal coyyy maksa integrasi ngerugiin kwkwkw
buat driver jaklingko yg tadi klo ada apk buat rate pelayanan ny mw kasi bintang satuuu,driver jakarta lingko kalau aplikasi rate layan kasih bintang satuuu
Raharjo Anies bisa tuh menggratiskan warganya naik angkot Jaklingko dan menggaji Supirnya tiap bulan Tapi kenapa Gubernur yg lain ga bisa ya,raharjo anies gratis warga naik angkot jakarta lingko gaji supirnya bulan gubernur tidak
idup lagi capek nya ketawa dikit liat saldo jaklingko gw sisa 5ribu,idup cape ketawa dikit lihat saldo jakarta lingko sisa ribu
Gabisa langsung bayar pake QRIS atau QR code apalah gitu Harus via jaklingko atau tije di manaaaaaaaaa udah repot daptar dulu lemot servernya eror pula nanges,bisa langsung bayar pakai qris code apa gitu jakarta lingko tije manaaaaaaaaa repot daptar lambat servernya eror nanges
Transjakarta id Bagaimana bisa jaklingko kondisi seperti ini Halo membahayakan penumpang sekali ya Mana armada baru nya gaada di launching Mobil seperti ini sudah selayaknya di ganti Atur kebijakan saja sulit yak pak pejabat,transjakarta jakarta lingko kondisi halo bahaya tumpang armada baru ada launching mobil layak ganti atur bijak sulit jabat
Halo TJ ga responsif yak sm laporan masyarakat Transjakarta lihat kondisi jaklingko 80 sudah sangat membahayakan penumpang GIMANA TJ KEBIJAKAN PEREMAJAAN ARMADA SANGAT MEMBAHAYAKAN PENUMPANG,halo trans jakarta responsif sama lapor masyarakat transjakarta lihat kondisi jakarta lingko bahaya tumpang bagaimana trans jakarta bijak remaja armada bahaya tumpang
Jaklingko dah cik biar bisa naik angkotnya,jakarta lingko supaya naik angkotnya
halo tim jaklingko mau tanya klo cashback dari tarif integrasi akan masuk app di hari ke brp ya Soalnya saya cek blm masuk di app,halo jakarta lingko tanya kalau cashback tarif integrasi masuk aplikasi hari berapa soal masuk aplikasi
manusia kuat penumpang angkot jaklingko,manusia kuat tumpang angkot jakarta lingko
sumpah supir jaklingko mostly ngeselin bgt anjinggg arogan lo bayangin aja gue mau ditabrak padahal mau nyebrang doang dan gue udah kasih aba kendaraan lain disampingnya jg udah berenti sampe warga sekitar kaget jg kalo gue liat platnya udah gue laporin asli,sumpah supir jakarta lingko mostly ngeselin banget anjinggg arogan kamu bayang tabrak nyebrang doang kasih kendara samping renti warga kaget jika lihat platnya sudah laporin asli
Halo Transjakarta angkot JakLingko no 44 rute Andara Lenteng Agung sopir mobil B 2275 TK koq kasar ya penumpang minta diturunkan di halte tp dia menjawab dgn tdk sabar iyaa iyaa iyaa trus maksa mau naikin penumpang lagi dgn keyakinan bhw komposisi,halo transjakarta angkot jakarta lingko rute andara lenteng agung sopir mobil bahasa kasar tumpang minta turun halte jawab tidak sabar iyaa iyaa iyaa terus maksa naikin tumpang yakin komposisi
alonely Jaklingko di lawan penguasa jalanan kendaraan ga pake rem Serabat serobot kalau di tegor galakan dia serasa plat kuning punya Gaye Gw juga sampe jadi korban,alonely jakarta lingko lawan kuasa jalan kendara pakai rabat serobot tegor gala serasa plat kuning punya gaye jadi korban
Untuk masyarakat pengguna transportasi umum Pak Anies penyelamat kita semua dia punya solusi Jaklingko,masyarakat guna transportasi umum anies selamat punya solusi jakarta lingko
Eh monyet homo Rmh gue dkt tanah abang msh satu kecamatam malah biasa aja sejak anies ahok sama aja malah skrg enak transJ kbh banyak yg kesana ada jaklingko jg kl gak percaya lo jalan aja kesana minta dikocokin sm preman tnabang,monyet homo rumah tanah abang satu kecamatam anies ahok sekarang enak transj kesana jakarta lingko kalo percaya kamu jalan kesana minta dikocokin sama preman tnabang
Aplikasi Jaklingko ini gokil sih kebantu banget gw buat transportasi hari2 Pak Anies penyelamat dompet gw,aplikasi jakarta lingko gila bantu banget transportasi hari anies selamat dompet
Satu satunya penghuni tetap Terminal Bus Manggarai sekarang ini Mikrotrans JakLingko LSG 22007 PT Lestari Surya Gema Persada Gran Max 1 3 D with K3 DE Modiefied by Sugity Creative JAK 86 AC Rawamangun Manggarai,satu satu huni tetap terminal manggarai mikrotrans jakarta lingko lestari surya gema persada gran with ribu modiefied sugity creative rawamangun manggarai
