no,full_text,class
572,Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Terima kasih DPS,0
573,DI JAGAL ADA RAZIA GUE LEMES PADAHAL NAEK JAKLINGKO BREMSEK,0
574,mangat Kak kalo bisa pake opsi kereta MRT mending dua itu sih bahkan mending angkot jaklingko drpd busway,1
575,tuhkan e money mandiri di mesin item jaklingko gabisaaa bni ga ada kendala,0
576,Transjakarta Min di kp rambutan bisa beli kartu jaklingko gak,0
577,tj9 Transjakarta Maaf kk ini kn tiap naik jaklingko gratis y asal pnya kartu ny sya kn dari ujung ke ujung gpp itu,0
578,dari awal naik jaklingko sampe sekarang gue ga pernah nemu yang bener,2
579,jaklingko ga jelas sumpah abangnya ga pernah ramah tolong lah iya sih gratis tapi kan orang jadi males naik angkutan umum,2
580,Transjakarta Halo kk mw tnya kalau mau isi saldo jaklingko dmn y,0
581,Kerjaan anies yg kelihatan dan berdampak cuma jaklingko itu pun mengadopsi program btp selebihnya auto pilot SKPD dan kepala dinas yg kerja,0
582,KITA DULU NYASAR PAS NAIK JAKLINGKO WOI WKWKWKKW,0
583,Transjakarta iyah betul tapi yang melewati asembaris masih angkutan umum biasa belum naik level ke jaklingko angkot 02 yang seharus kampung melayu kalibata tapi akhir2 ini cuma sampai cawang saja sopir2nya tidak mau effort lebih dan mengecewakan warga di kebon baru,0
584,Min naik MRT kl pake aplikasi jaklingko bisa beli utk lebih dari 1 tiket ga utk 1 hp,0
585,pakgentong Samosir Pak Ariza Masuk nya ditengah perjalanan thn 2019 Semua Program Anies yg dikampanyekan sdh berjalan dr awal Menjabat thn 2017 Jakpreneur aplikasi JAKI Jaklingko JIs dsb,0
586,ok makasih bayarnya cash atau tap out pake jaklingko,0
587,Transjakarta Tolong domg tertibkan supir2 sampah di JakLingko 35 jurusan Pangkalan Jati Rawamangun udh pake masker dan nyegat dirambu bus stop nya tetap aja ga ada yang mau berhenti jgn cuma mau terima gaji nya doang supir2 sampah itu,2
588,Iyaa ki mana keadaannya aku selalu sendiri Apalagi sopir jaklingko tu digaji berdasarkan kilometer ki Jd pada kejar target kebut2an dah,2
589,hadeh si bapak jaklingko nurunin gue kejauhan grgr ada ibu2 tebir baget gt dikasi tau jalan jd blio ga denger gue udh pak dpn kiri HADEEHH,0
590,ini gada jaklingko arah kp melayu pgc ya,0
591,1001 cerita dalam angkot jaklingko,0
592,Tadi di Jaklingko ada balita gemes gitu Gue dadahin eh dia bales neneknya juga gak ngelarang interaksi Gue Umurnya berapaa Bocil Tigaaa Gue Habis tiga itu angka berapaa Bocil Limaaaa Gemes banget ya ampun,0
593,Iyes semua org di jalan darahnya mendidih pernah sopir jaklingko marah2 bercanda gt ama org yg ngurai macet tp emg ngeselin sih trus jd adu bacot dh Klo td sopirnya sengaja kek mau nabrak org sepedaan jd digas direm dlm waktu singkat perkara kesenggol spionnya A6 pokoke,0
594,Transjakarta Min saya tadi naik jaklingko roxy benhil pdahal saya udah bilang mkasih smbil buru2 kluar malah di triakin makasih bu sambil sensi tdi jam 18 48 relasi roxy benhil,0
595,Jaklingko kekny,0
596,Hari ini jumat berkah bgt masya allah pulang kerja tadi keluar 16 40 trs baru keluar komplek eh jaklingko lewat mana sepi Trs jalanan masih lancar sampe halte busway eh busway ke monas langsung lewat Sampe monas rame bgt tapi pas naik busway sepi ih alhamdulillah,0
597,Wkwk astaga jauh yaa typonya kalo krl bisa turun di palmerah terus sambung angkot jaklingko 14 kalo mau gratis dan turun di tujuan kalo mau bayar dari st palmerah bisa naik angkot m11 yaa,0
598,Mikrotrans jaklingko driver yg tua pemarah yg muda mulutnya pedes,2
599,UN1TY Official naik jaklingko fik adem wkwk,1
600,Naek jaklingko maghrib2 rasanya saya siap mati juga siap,0
601,gajadi deng hidup hemat jaklingko 0 rupiah jaya jaya jaya,1
602,Biasanya aku famous di kalangan tukang angkot Sekarang ganti jaklingko tidak famous lagi,0
603,kalau dari cawang uki Pakah ada jaklingko ke bambu apus tidak ya,0
604,No Trayek ga ngerti Nopol Kendaraan Hampir semua mobil jaklingko Waktu kejadian Hampir tiap hari Lokasi kejadian sekitar perumnas Klender Jakarta Timur,0
605,kalo d TJ masih aman aman aja dah perasaan yg turun psti duluan begitupun d kereta sih walau padet gimana juga ttp yg turun duluan apalagi d TJ suka ada petugas pernah beberapa kali di krl ada orang yg ngeyel dulaun tpi jarang bgt gk tau kalo naek jaklingko gak pernah soalny,0
606,fess angkot m11 jaklingko 14 atau ojol nder,0
607,Gue cm liat cililitan di body jaklingkonya langsung naek Gue lupa dsni itu ya cililitan jd semwa jaklingko ada tulisan cililitannya,0
608,Aku naik jaklingko anjingmu naik beemwe,0
609,Pulang kerja nungguin jaklingko atau angkot lama bgt mau pesen grab tp sayang deket doang mau jalan kaki capek bgt Akhirnya naek odong odong,0
610,Duh salah naek jaklingko males nyari rute lg Apa gue diem aja ampe balik lg ke titik awal ya,0
611,demi apapun gue ngide bgt naik jaklingko di daerah antah berantah,0
612,5rb klo bukan jaklingko q pernah naik dari ambas ke gacoan,0
613,Klo naik yg jaklingko trs punya kartunya gratiss kaa,1
614,Transjakarta min mau tanya kalo dari halte tj slipi kemanggisan trus mau ke rs pelni ada mikrotrans jaklingko gak yaa,0
615,Tarif Integrasi memudahkan dan memurahkan perjalanan menggunakan transportasi umum dengan potongan ongkos hingga 50 ke mana pun tujuanmu Yuk aktivasi Kartu Uang Elektronik milikmu serta download aplikasi JakLingko sekarang juga JakLingkoIndonesia,0
616,Jaklingko misal,0
617,seperti biasa jaklingko nunggunya 5 jam,2
618,Alasan saya milih btp juga bagus tapi ga di parpol layak Bapak tahu soal harga kelayakan dari kebutuhan primer dan sekunder bulanan warga Tarif jaklingko merupakan gebrakan tapi masih bermasalah di peraturan permenhub soal izin organda,0
619,Jaklingko oke lah program yg direalisasi anis yg berjalan cukup baik tapi gak usah lebay gagasan itu sudah ada sejak era pak Ahok,1
620,Depok kapan punya moda transport umum macam JakLingko ya Kan enak itu menyusuri jalan yang gak dimasuki angkot bisa mengurangi kemacetan juga biar gak semua naik motor mobil Tarif ojol juga sekarang di luar nayla,0
621,Abang abang jaklingko kalo ngendarain angkotnya ngapa kek orang mabok sih ngerem ngegas gitu terus anjir yang ada gua mual,2
622,Silakan dapat menggunakan Kartu Multi Trip KMT CommuterPay kartu uang elektronik bank Flazz BCA Brizzi BRI E Money Mandiri JakLingko selain terbitan Bank DKI TapCash BNI atau metode pembayaran Gopay pada fitur GoTransit di aplikasi Gojek Trims 2,0
623,Persiapan rute baru Mikrotrans AC JAK 102 Lebak Bulus Blok M dari Koperasi Budi Luhur BDL Sumber Group Facebook Angkot JakLingko DKI Jakarta Mikrotrans cc Transjakarta Official,0
624,Transjakarta bapak bapak mohon di perhatikan ini saya terpotong 2x setiap hari dari tanggal 5 sampai tanggal 9 sekarang masa saya mengadu ke jaklingko dibilang saya tap nya kelamaan dan tap outnya gak bener mana ada sampe tiap hari logika saja,2
625,Kartu jaklingko beli dimana ka,0
626,banyak dr bbrp program anis yg jika salah 1 saja dibandingkan dgn ganjar selama 2 periode gubernur pun sangat jauh contoh saja jaklingko blm yg lain jis formula e dll,0
627,kelewat turun jaklingko pas jalan kelewat 2 TJ 2A yg kosong hadeh salll,0
628,males banget semalem mimpi liatin mw pacaran terus gue cuma kaya abis itu balik pake jaklingko,0
629,hdy jaklingko emang enak ran the best untuk alternatif sayangnya cuma di jkt doang wkwkwk,1
630,Dulu Mikrotrans atau biasa org sebut angkot JakLingko ini sepiii penumpang Sampe tim bikin campaign nya berkali2 kl ini gratis dan bs pake smua jenis kartu elektronik Time flies skrg rame bgt yg naik,0
631,Pulang kantor jalan ke Kost mayan lah dulu 45 mnt jalan daripada emosi nunggu jaklingko,0
632,Bm naik jaklingko,0
633,Masih ada yg blom nih transportasi terintegritas murah meriah angkot gratis jaklingko jekpreunur,1
634,FAKKK DICKY MAU FOTO GINIAN AJA LAMA BANGET ASW DITUNGGUIN HABIS RULET KAGAK NAIK GW JADI KEHABISAN JAKLINGKO KAN,0
635,Transjakarta sebenernya dulu supir supirnya baik baik menurut saya tapi sekarang kenapa arogan yaa hehehe teruss juga saya mau nanya apa pelajar naik angkot jaklingko tidak wajib memakai kartu,2
636,Gak adil lah buat supir jaklingko lain yang sampe malem jam 22 00 masih aktif,0
637,Hai min tolong di cek lagi tuh supir2 jaklingko kalo bawa mobil sering banget ngebut dijalanan Apalagi di jalur Perumnas klender ampun deh mana lewat kampung jalannya pake ngebut segala,2
638,Kopaja udah gone emang udah nambah MRT dan jaklingko tapi ternyata masih belum bisa nge cover kereta yang emang so far mencangkup banyak destinasi dengan harga murah Jujur gua hari ini gak sanggup naik kereta lagi saking sesaknya sampe bikin IGS ini,0
639,Alhamdulillah bang pa selama menjabat jadi gubernur berasa sangat manfaatnya contoh sekeluarga saya naik busway gratis kereta gratis jaklingko gratis dpt pangan murah juga semoga Allah memberikan kemenangan nanti di 2024 Aamiin,1
640,venom11 Hai Kak Mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih YMW,0
641,tpi kli ni kt tdk ush naik jaklingko kita carter rahman sj,0
642,Dear JKT mending fokus jalur angkot yg sudah ada jaklinkonya izin trayek angkot non jaklinko dicabut Full 100 jaklinko Jalur3 angkot yg belum ada jaklinko hrs dipaksa masuk n izin angkot non jaklingko di stop goal reduce kemacetan atas angkot ngetem,1
643,Ya allah gara2 sering liat tukang sate burung kalo lagi naik jaklingko w jadi pengen sampe tadi nyari2 kaga dapet juga,0
644,Min Transjakarta kok ini bangku samping supir jaklingko rute 120 gak boleh ditempatin ya Tadinya kukira karena ada tanda prioritas makanya aku gak boleh di depan eh tapi tadi ada ibu hamil gak kebagian duduk di belakang juga gak boleh duduk di depan akhirnya dia gak naik,2
645,Akhirnya bisa top up pakai uang Rupiah edisi terbaru juga setelah menanti sekian lama purnama Yihaaa PapaEko JakLingko VendingMachine Transjakarta,0
646,yaAllah cinta bgt ama jaklingko makasih penyelemat transport ke kantor,1
647,Wah keren juga ya Lalu APBD DKI era Ahok dibikin jadi apa subsidi JakLingko Bikin JIS Jaki JakHabbitat DP 0pesen Pengadan Bus Bikin sistem aduan 11 kanal JakI Apa coba dengan APBD ratusan triliun di era Ahok jadi apa Kak Penasaran,1
648,Kartu Jaklingko e money mandiri min,0
649,Indonesia pada kehancuran hancurnya darimana Jakarta jadi lebih baik ada stadion ada sirkuit FE ada rusun ada trotoar yang lebar ada JPO yang tertata ada Jaklingko ada Jaki capres lain karya nya apa coba,0
650,Ini yg nunggu jaklingko gabuat antrian aja apa ya Udh nunggu lama lama eh di selak,0
651,rutenya aye Naik dari Stasiung Gang Sentiong transit di Manggarai naik yang kearah Depok Nambo Bogor turun di Stasiun Tebet lalu lanjut Jaklingko,0
652,ongkos ke Lotte Ambas Oakwood kurang dari 5rb rupiah naik KRL turun di Tebet tarif cuma 3000rb dari tempat aye lanjut Jaklingko 48A masi gratis turun di Lotte Ambas Oakwood estimasi perjalanan 1 40menit,1
653,Transjakarta min tadi aku naik angkot jaklingko teruss dia ngebut min saya kan lagi ngetap sampe saya miring miring mau jatuh pas saya tegur malah galakkan dia saya nangis min karnaa saya dikeroyok diocehin supir angkot sama bapa bapa sama ibu2 ada 2,2
654,Ceritaku sama mikrolet jaklingko tuh banyak banget sebenernya Cuma yang terjadi hari ini bikin aku ngedumel parah Pengen turun di bus stop biasa aku turun tapi karena si supir ngobrol sama rekannya akhirnya ga kedengeran dan berujung aku turun di pemberhentian akhir yang,0
655,Skrg heru yaa Angkot anri ngetem JakLingko tetap ada tapi issue trbaru kalo JakLingko bakal berbayar ga gratis lg kaya jaman Anies Wkwk,0
656,wkwkwk beda gblkkk jaklingko tu gantinya angkot,0
657,btw bedanya jaklingko sama tj apa ya,0
658,gramed matraman sih gede amp lengkap fnbnya ada dunkin dcrepes hokben sm cafe amp resto2 lain tinggal pilih tapi yg juara ttp soto yg di dpnnya trus integrated sm tj jaklingko jd ga bingung,1
659,Transjakarta min dari stasiun tebet ada mikrotrans jaklingko yang ke jalan soepomo tebet kah,0
660,Transjakarta Masalanya karena TOB yg blm bs sistem integrasi Ini mslh udah dr dulu jaman sistem jaklingko tarif max 5rb 3jam pake kartu logo jaklingko jaman sistem masih tap in bayar tap out gratis Masalah kyk gni udah susah karena semua itu program kebelet rilis buru2 di terapin,0
661,Jaklingko kalo gaada yg berdiri di sign bus stop gabakal berenti sedangkan siang ke sore panas jadinya harus neduh,0
662,jaklingko bisa dipakai buat semuanya,1
663,org butuhny flazz kok jaklingko si ajg,0
664,Transjakarta naik jaklingko kadang happy kadang stress tergantung sikon sopir,0
665,Transjakarta halo admin kalo naik transjakarta metrotrans bisa pake emoney apa cuma bisa kartu jaklingko aja ya,0
666,pake jaklingko,0
667,dyah23 Silakan gunakan Kartu Multi Trip KMT CommuterPay kartu uang elektronik bank Flazz BCA Brizzi BRI E Money Mandiri JakLingko selain terbitan Bank DKI TapCash BNI atau metode pembayaran Gopay pada fitur GoTransit di aplikasi Gojek Trims 2,0
668,Transjakarta RI Setelah dilakukan pengecekan pada sistem kami tidak ditemukan data untuk transaksi kakak pada tanggal 08 06 2023 ya kak dan dapat kami informasikan tidak semua alat tap pada Transjakarta dikelola oleh PT JakLingko Indonesia,0
669,hallo saya ada pengajuan refund dana atas kegagalan pembelian kartu tapcash jaklingko via mesin di halte ke nomor wa CS yang tertera di mesin tapi sampai sekarang sudah 1 minggu lebih blm ada kejelasan saya coba tindak lanjut di nomor cs nya tapi tidak di baca,0
670,Transjakarta Masih bisa pake tapcash gak sih kalo naik TJ ato jaklingko,0
671,bisa nder asal jangan jaklingko,0
672,hati pak sopir DPRD Minta PT Transjakarta Tindak Sopir Bus dan Jaklingko yang Ugal ugalan lewat id,2
673,Keren pa Semoga kedepannya bisa lebih banyak koridor nya hingga ke daerah daerah seperti di sini d jakarta Setengah Transjakarta di sambung pake jaklingko,1
674,Bikin Jaklingko seperti Anies Gratis Bikin BPJS seperti Anies 90 lebih masyarakat Jakarta tercover Bikin pendidikan seperti Anies Agar angka buta huruf seperti Jawa Tengah tidak terulang,1
675,Hai Kak Hal tersebut di karenakan adanya sistem jarak penggunaan kartu berlogo Jaklingko agar tidak terjadi penyalahgunaan kartu yang di gunakan lebih dari 2 orang Terima kasih DN,0
676,Ternyata bener semakin sibuk semakin ga ada waktu buat main2 Biasanya bisa on twit mulu ini boro2 udah keburu lelah besss pulang kerja kejar2an jaklingko sama busway,0
677,contoh seperti DKI Jakarta GRATIS Jaklingko sampai ke kampung2 masa sdh 10 tahun ngga bs kasih pelayanan GRATIS ke warga jateng Jangan malu2 mencontoh yang bagus2 program DKI Jakarta,1
678,Untuk mendapatkan tarif integrasi Rp 5000 dalam tiga jam bisa dengan menggunakan Kartu Jaklingko namun harus melakukan tap in dan tap out di halte halte Transjakarta bus Transjakarta Terima kasih WY,0
679,Bisa cek sendiri Transjakarta data dari Jaklingko sama transaksi dari flazz bca ga pernah kebaca tuh kalau saya tap in pagi atau tap out malam kalau naik bis JIS3 Masa udah dikasih bukti gini jawaban template tidak solutif,2
680,untungnya di kantor dpet makan siang jadi pagi biasa ga sarapan pengeluaran pas sore aja pulang pergi naik jaklingko 0 rupiah,1
681,Tolong ya saya naik bus JIS3 itu udah dari awal pas rute nya baru jadi Baru bulan ini kejadian double charge saya minta tolong CS Jaklingko kok kayak gitu jawabannya ga membantu sama sekali Mesin nya juga error mulu itu bisa ga kebaca tap in tap out,2
682,seharian dijelasin hal hal baru dan unfamiliar gt kenalan sama orang baru gt pulang tj penuh terus as usual pinang ranti pluit nieh bozz gt beli kopken gt nunggu jaklingko lama bgt buset gt nyampe kos tepar gt laper tapi pusing,2
683,angkot jaklingko paling pagi beroperasi jam berapa ya,0
684,Bolak balik tanya CS Jaklingko juga jawaban template terus bilangnya saya penalty ga tap out double tap in Jelas2 ada bukti nya saya transaksi dari record kartu flazz bca Ada jam dan tanggal dicross check sama data jaklingko,2
685,Min tolong dong penumpang yg gk mau pakai masker di mikrotrans jaklingko dilarang naik Kasian kadang pak supir nya udh ingetin pake masketlr penumpang nya ngeyel Haduh,0
686,Transjakarta Tolong dong min ini plang bus stop di jalan tanjung duren timur depan SDN tanjung duren utara 6 di copot jadi kadang ada sopir yg ga mau berenti padahal udah lambaiin kartu jaklingko dan seharusnya sopir tau kalo itu tempat pemberhentian tapi malah ga berenti,2
687,jaklingko enak si ya,1
688,Transjakarta benefit kartu Jaklingko yang dibeli di vending mesin halte Transjakarta apa saja,1
689,Pengemudi bus Transjakarta dan Jaklingko dikritik anggota DPRD DKI Jakarta karena suka kebut kebutan membahayakan penumpang diduga karena ingin menerapkan program 35 menit perjalanan,0
690,Transjakarta Saya juga sdh email ke cust care nya jaklingko sih Siapa tau ada pencerahan Kalo ngga bisa balikin saldonya paling ngga errornya dibenerin tuntas Kasian yg ongkosnya ngepas naik tije kan tujuannya biar lebih irit ongkos,0
691,Transjakarta Kalo saya case nya nih tap in di Cawang Cikoko tap out di Garuda TMII Itu kan halte ada mesin semua masa iya kepotong double Bikin boncos ongkos aja Mana lempar2an antara Jaklingko dan Transjakarta Tai bgt emang,2
692,Ga gen kan Bisa hidup tapi ngepas Kost range 700 1 juta Listrik 200k Makan kombinasi masak sendiri lauk warteg 30k 30 900k Sarapan 10 30 300k Transport klo sdh ngekos max 300 jaklingko free Jajan 200k Skincare 150k Masih 3 juta,0
693,pelayanan JakLingko jurusan Cikini Gondangdia belakangan kurang nyaman Sopirnya suka menyetel musik keras keras,2
694,Transjakarta mau beli kartu jaklingko tapi stock kartu selalu habis Lokasi halte Gatot Subroto jamsostek kedua arah halte Manggarai pasar raya halte ps genjing Harus beli dimana min,0
695,Selamat siang apa kartu multi trip bisa untuk Jaklingko,0
696,JAKLINGKO kapan pake listrik dan berAC,0
697,dengan kekuatan Spongebob ntar naek jaklingko gratis,1
698,Rscm deket stasiun Cikini dr sana naik jaklingko gratis atau bs jalan kaki,1
699,Siang kak Sistem pembayaran tiket Transjakarta di kelola oleh PT Jaklingko Indonesia apabila ada ketidak sesuaian silakan laporkan ke nomor Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih SJ,0
700,Transjakarta min boleh tau rute perjalanan jaklingko 10A nggak ya yg arah gondangdia,0
701,Transjakarta JKT untuk pengaduan mikro trans jaklingko dikirim kemana ya Saya sudah ke nomor wa 081260001440 tp cuma dijawab mesin ga ada respon sama sekali,2
702,akhir2 ini ga naik jaklingko boros jg y grab2 trs emoney segala ilang lg,0
703,jakarta keknya gratis deh kn ad jaklingko gt ga sie tp klo dikota gua ya sekitar 3 5k,0
704,Kemarin saya udah bongkar tipu tipu pengurusan Jaklingko oleh ybs Terus ada kawan yang mau bongkar kebodohan statement ybs tentang air Kalau pengen baca Gas RT dan follow beliau Gw soalnya udah males respon agen KCIC itu Hahaha,0
705,Selamat pagi Kak Mohon maaf atas ketidaknyamanannya silakan konfirmasi ke PT Jaklingko dikarenakan pemotongan langsung dari pihak PT Jaklingko Terima kasih YMW,0
706,Newbe ni jadi anak anak TJ or Jaklingko,0
707,Bangun sistem seperti jaklingko Jakarta Solusi paling bagus angkot Bogor numpuk karena tujuannya dari pinggir ke tengah kota semua,1
708,Transjakarta Sekarang keknya yg aplikasi tj udh ga di develop lagi deh yg dipake sekarang aplikasi jaklingko Soalnya waktu kapan lupa bawa emoney bisa beli tiket di jaklingko pake qris,1
709,kenapa si pesen m4xim gada alamat tujuan pesentiket jaklingko tujuannya malah tujuan balik,0
710,Transjakarta Atau naik 7A jurusan Lebak Bulus turun di Lebak Bulus Jaklingko lalu naik JAK 32 jurusan Petukangan turun di Adam Malik,0
711,Hai kak silalan gunakan kartu berlogo Jaklingko ya kak BR,0
712,dari keluarga diajarin mandiri tapi naik motor sama mobil gaberani hehe waktu sma gaada gojek amp gocar yaa naik angkot penyelamatku Cuma malesinnya ngetemnya gila skrg cuma jaklingko aja kalo mau ngangkot mendingan busway sekalian,1
713,Jijik kadang tp kalo jaklingko enggak,0
714,Jaklingko 86 ber ac bos jangan maen maen sm angkot jaktim,1
715,kalau pas lengkap semua ada tp pas aku beli lagi pada abis dan sisa jaklingko aja,0
716,Transjakarta update bisa pakai kartu yang ga ada logo jaklingko nya,0
717,oh 19 yg dari margonda keknya itu berarti klo mau naik jaklingko turun di lenteng agung terus sambung angkot itu,0
718,Bantu jawab di jelambar udh banyak jaklingko bahkan masuk ke jalanan jalanan yg cukup 2 mobil doang,0
719,nunggu jaklingko jalan dr kb lama nyampe 20 MENIT ini jalanan kagak gerak gr2 motor beneran konsep gratis tp lu bayarnya pake WAKTU,2
720,Alasan happy today Dibekelin nugget sama tmn krn pas kmrn maksi bareng w ngeluh keabisan nugget warteg dikasih masker sama bpk2 di jaklingko wkwkwk krn lupa ga bawa berhasil ngebujuk tmn ikt donor darah solat di masjid paporit dan ada bayi lucu bgt lg tidur tengkurep,1
721,Nasib nunggu jaklingko,0
722,sehari aja supir jak lingko gak bisa apa ya ga sradak sruduk iya kita tau tiap sore tuh pasti macet apalagi hari ini tambah hujan tapi emang susah apa kerja sepenuh hati kan kita juga semuanya lagi capek ya asli deh sehari aja gak emosi naik jaklingko udh bersyukur,2
723,Buat mbak yg bareng saya nunggu jaklingko 88 di daerah pademangan kita semua yg nunggu bukan patung ya mbak Kamu nyebelin mbak Dah aku tegur baik2 tp gak gubris Oh iya kamu turun di stasiun ancol btw,0
724,Timur Jaklingko KJP Revitalisasi Taman Yg 3 Itu Sih Yg Paling Menyentuh Untuk Semua Lapisan Masyarakat Kalo Loe Kata Puskesmas Mainlah Kejakarta Betapa Banyaknya Disini Faskes,0
725,ARB Tetap Lbh Byk Keberhslnya JIS E Formula Jaklingko Bnyk Taman dll itu monumental BuzzerRp ga ngakui gpp Dunia Internasional mengakuinya Bhs Inggris kereen pergaulan Int l Sgt Meyakinkan Pidato 10 mnt di forum PBB bs yakinkan Sekjen PBB amp Pemimpin Dunia GP NIHIL,0
726,Transjakarta kapasitas penumpang jaklingko itu brapa ya sebenarnya,0
727,2 opsi kalau masih santai dan biar gak capek pas di kampus jalan kaki untuk naik jaklingko sambung naik transjakarta naik bus kampus sampai di depan fakultas langsung 90 menit,0
728,Ada dua opsi yang tersedia 1 opsi kalau sudah telat jalan kaki untuk naik jaklingko transit sekali sambung jaklingko naik krl sampai di stasiun dan jalan kaki lagi ke fakultas 50 menit atau,0
729,kopaja metro mini ud ngga ada skrg bang adanya Mikrotrans Jaklingko TJ Reguler BRT Non BRT Royal trans ma Bus Wisata sekarang banya ud ga bilang busway tp TJ atau TransJakarta,0
730,Transjakarta min jaklingko yang lewatin stasiun tanjung barat apa aja ya,0
731,Kalo masalah bus keanya jakarta better ga sih kalo liat jenis jenis layanannya I mean di era jaklingko sistem bus di jkt is good tho,1
732,lama tinggal di jakarta kalo jalan2 udah 7 tahun ini naik baswe sambung2 kereta n jaklingko,0
733,Beda memang gubernur yg pinter dgn yg keminter skrg kita bangga dgn jakarta banyak taman masy difasilitasi jaklingko agar lebih banyak gunakan kendaraan umum atau sepeda dan jln kaki khas negara maju agar kita tdk trs jd wong ndeso blm lg gagssan kolaboratif interaktif bravo anis,1
734,Ide simpatik Anies mengintegrasikan JakLingko setara dengan negara negara maju,1
735,Pernah di posisi penumpang seperti ini Makanya harus pakai card holder e moneynya di buat berbeda custom agar tidak tertukar dengan penumpang lainnya Rekomendasi saya e money Bank BNI Bank Mandiri Salam JAK 03 PapaEko JakLingko CardReader Transjakarta,0
736,ada yg punya kartu jaklingko ga kepake,0
737,baik min kalau pesan di aplikasi jaklingko untuk perjalanan bagaimana ya lebak bulus bundaran hi by mrt lalu bundaran hi harmoni busway,0
738,Kakak mendapatkan tarif integrasi maksimal Rp10 000 ya dan pengembalian atas tarif kelebihan bayar pada MRT J akan dilakukan lewat mekanisme cashback pada aplikasi JakLingko 1,0
739,Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Terima kasih NR,0
740,Orang begini nih di kasih enak dikit langsung nge bodoh2in orang Padahal dia aja komen gk nyambung sama yang lg dibahas Emang elu pernah naik jaklingko dan jpo,0
741,Klo ga pernah naik jaklingko JPO dan merasakan kemudahan di DKI ga ush bacot deh ketakar bodoh lo,0
742,Ya klo diluar jkt minimal googling lah Jaklingko jaki tmb pedestrian bike line jis dll,0
743,iyo sam karna di jkt pun pakai jaklingko itu jg peremajaan dan supire digaji ongkos gratis dan warga mensupport aku sering bareng arek sekolah bapak2 ibu2 wis tuwo misal ndek malang real onok sejenis iku lek podo ga gelem support numpak iku trs sek macet yo ojok nyalahno,0
744,Biasanya ke kantor naik MRT Grab 25500 Hari ini dikenalin integrasi pake JakLingko ke kantor cuman 6750 WKWKWKWKWKWKWK Tapi dari monas kudu jalan lagi ke kantor 10 menit,1
745,Pagi ini saya naik Jaklingko 99 dengan no KWK 220020 dari Buaran menuju Kalimalang nama driver Heryanto Tambunan supir mengantuk dan sempat tertidur saat menunggu lampu merah Transjakarta,0
746,Transjakarta Kalau naik mobil jaklingko pakai emoney mandiri tarifnya berapa,0
747,Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Tks WY,0
748,Transjakarta ini driver jaklingko yg ugal2an kok masih dipergunakan ya Bahaya banget loh bawa penumpang banyak tp cara bawa mobil nya gak bener Tolong di review dong min drivernya,2
749,Hai Kak Mohon maaf atas ketidaknyamananya Mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih MB,0
750,Memang ditutup Semenjak pandemi exit yang tersambung ke halte JakLingko di bawahnya Jembatan Multiguna memang ditutup mulai pukul 15 00 WIB setiap harinya,0
751,Udh mah bapil nunggu berobat setaun kerja dr jam 7 21 besok masuk malem kaki keseleo pas masuk jaklingko karna buru2 dan lupa absen hahahahaanjingn,0
752,Untuk mengakitfkannya bisa menggunakan mesin BCT yang sudah tersedia di Stasiun MRT Jakarta ya Kak Namun pastikan sudah mendaftar pada aplikasi JakLingko dan mendaftarkan kartu yang digunakan untuk mendapatkan cashback dari tarif integrasinya ya Kak Terima kasih,0
753,Kartu yang bisa dilakukan untuk tarif integrasi yaitu kartu uang elektornik Jaklingko E Money Bank Mandiri Brizzi Bank BRI Tapcash Bank BNI Flazz gen 2 Bank BCA dan Jakarta Card Bank DKI Namun kartu harus di aktivasi ya Kak Terima kasih,0
754,ini gimana bisa 14rb aja kak harus pake jaklingko kalau yg 10rb itu apa,0
755,besok jd rangers jaklingko lagi semangattt,0
756,Kakak dapat tap in dan tap out kartu KMT Commuter Line pada gate khusus aplikasi dan gate Jellies JakLingko ya Kak Terima kasih 02,0
757,gokil sih selama tinggal di jkt dan langganan naik jaklingko baru kali ini angkor sopirnya cewek kalau bus sih dah biasa ye,1
758,Betul bu aq org katakanla ekonomi pas2an kdg bli beras hari 2 hari ga bsa bli tapi karna program anis jaklingko jd mudah krn g bayar angkotnya pke kartu aja semoga beliau bner2 jadi persiden 2024,0
759,0 rupiah jaklingko 11 kilo,0
760,Happy happy happy 30 menit dah sampe rumah gratis pula love Jaklingko banyak banyak,1
761,Ini kamu tinggal di mana JAKLINGKO UNTUK MASYARAKAT DKI DAN JABODETABEK yang kerja di DKI naik Jeklingko 0 Rp Monas Udh rapi dan di kembalikan ke asalnya Main dong Main,1
762,Transjakarta Min Kartu jaklingko tersedia di halte mana aja ya Kok byk yg habis,0
